item_id,name,calories,protein,carbs,fat,fiber,diet_type,meal_type,goal_tag
294,Steamed Soup with Basmati Rice,634,11,36,30,3,Vegan,Breakfast,Muscle Gain
295,Crispy Wrap with Basmati Rice,373,7,56,18,5,Non-Vegetarian,Breakfast,Weight Loss
296,Healthy Oatmeal with Avocado,261,18,42,33,4,Vegetarian,Breakfast,Weight Loss
297,Tandoori Wrap with Herbs,306,21,89,12,8,Vegan,Breakfast,Weight Loss
298,Steamed Salmon Delight,598,24,51,13,5,Non-Vegetarian,Breakfast,Maintenance
299,Crispy Oatmeal Special,577,8,88,20,8,Vegetarian,Breakfast,Maintenance
300,Steamed Rice Bowl with Basmati Rice,589,37,22,23,2,Vegetarian,Breakfast,Maintenance
301,Grilled Wrap with Basmati Rice,211,45,35,21,3,Vegetarian,Breakfast,Weight Loss
302,Healthy Salad Platter,225,35,74,12,7,Vegan,Breakfast,Weight Loss
303,Tandoori Quinoa Salad with Herbs,601,16,86,31,8,Vegan,Breakfast,Muscle Gain
304,Lemon Stir-Fry Special,382,36,23,12,2,Vegetarian,Breakfast,Weight Loss
305,Garlic Pasta with Herbs,490,31,70,11,7,Vegan,Breakfast,Maintenance
306,Classic Quinoa Salad Platter,234,32,77,28,7,Vegetarian,Breakfast,Weight Loss
307,Creamy Quinoa Salad with Steamed Veggies,741,18,34,21,3,Vegan,Breakfast,Muscle Gain
308,Roasted Wrap with Herbs,322,14,60,28,6,Vegetarian,Breakfast,Weight Loss
309,Garlic Tofu with Olive Oil,403,26,35,28,3,Non-Vegetarian,Breakfast,Maintenance
310,Baked Salad Delight,436,45,27,4,2,Vegan,Breakfast,Maintenance
311,Steamed Quinoa Salad Platter,704,34,35,21,3,Vegan,Breakfast,Muscle Gain
312,Tandoori Stir-Fry Special,530,41,22,34,2,Vegetarian,Breakfast,Maintenance
313,Garlic Tofu with Avocado,464,22,80,14,8,Vegan,Breakfast,Maintenance
314,Roasted Quinoa Salad with Steamed Veggies,256,10,50,22,5,Non-Vegetarian,Breakfast,Weight Loss
315,Garlic Stir-Fry with Herbs,214,38,65,32,6,Vegetarian,Breakfast,Weight Loss
316,Garlic Rice Bowl Special,491,14,25,22,2,Vegan,Breakfast,Maintenance
317,Roasted Paneer Delight,632,6,24,13,2,Vegetarian,Breakfast,Muscle Gain
318,Spicy Rice Bowl with Avocado,687,18,67,7,6,Vegan,Breakfast,Muscle Gain
319,Steamed Quinoa Salad with Garlic Sauce,774,12,81,8,8,Non-Vegetarian,Breakfast,Muscle Gain
320,Steamed Tofu with Steamed Veggies,691,32,13,24,2,Non-Vegetarian,Breakfast,Muscle Gain
321,Steamed Soup with Steamed Veggies,664,38,52,15,5,Vegetarian,Breakfast,Muscle Gain
322,Garlic Pasta with Avocado,394,17,78,27,7,Vegan,Breakfast,Weight Loss
323,Spicy Soup with Garlic Sauce,357,33,55,14,5,Non-Vegetarian,Breakfast,Weight Loss
324,Tandoori Soup with Garlic Sauce,224,19,52,24,5,Non-Vegetarian,Breakfast,Weight Loss
325,Creamy Wrap with Basmati Rice,441,37,20,30,2,Vegan,Breakfast,Maintenance
326,Spicy Salmon with Steamed Veggies,392,14,48,16,4,Non-Vegetarian,Breakfast,Weight Loss
327,Classic Paneer with Herbs,789,8,20,21,2,Vegan,Breakfast,Muscle Gain
328,Spicy Paneer with Avocado,552,37,11,18,2,Vegan,Breakfast,Maintenance
329,Healthy Salad Special,736,37,12,13,2,Vegetarian,Breakfast,Muscle Gain
330,Grilled Soup with Olive Oil,532,10,80,19,8,Non-Vegetarian,Breakfast,Maintenance
331,Healthy Rice Bowl Special,221,12,11,5,2,Non-Vegetarian,Breakfast,Weight Loss
332,Garlic Salad Delight,367,24,52,33,5,Vegan,Breakfast,Weight Loss
333,Grilled Tofu with Olive Oil,286,7,87,12,8,Non-Vegetarian,Breakfast,Weight Loss
334,Healthy Paneer with Steamed Veggies,232,43,32,35,3,Vegetarian,Breakfast,Weight Loss
335,Garlic Paneer Delight,280,45,21,17,2,Vegetarian,Breakfast,Weight Loss
336,Garlic Soup Delight,792,11,14,16,2,Vegetarian,Breakfast,Muscle Gain
337,Garlic Quinoa Salad with Olive Oil,731,43,50,24,5,Vegan,Breakfast,Muscle Gain
338,Steamed Tofu with Basmati Rice,629,29,50,31,5,Vegetarian,Breakfast,Muscle Gain
339,Creamy Beef with Avocado,410,36,65,31,6,Non-Vegetarian,Breakfast,Maintenance
340,Grilled Oatmeal with Steamed Veggies,536,18,69,23,6,Vegan,Breakfast,Maintenance
341,Baked Stir-Fry with Basmati Rice,739,18,23,20,2,Vegetarian,Breakfast,Muscle Gain
342,Steamed Rice Bowl Special,525,25,35,15,3,Non-Vegetarian,Breakfast,Maintenance
343,Steamed Quinoa Salad with Herbs,297,31,48,20,4,Vegetarian,Breakfast,Weight Loss
344,Lemon Pasta with Olive Oil,594,33,89,35,8,Vegan,Breakfast,Maintenance
345,Healthy Salmon with Steamed Veggies,671,16,44,4,4,Non-Vegetarian,Breakfast,Muscle Gain
346,Spicy Pasta with Garlic Sauce,326,8,72,22,7,Vegetarian,Breakfast,Weight Loss
347,Classic Tofu with Steamed Veggies,258,13,66,14,6,Vegan,Breakfast,Weight Loss
348,Baked Wrap with Basmati Rice,706,27,38,31,3,Vegan,Breakfast,Muscle Gain
349,Spicy Stir-Fry with Olive Oil,664,29,51,31,5,Vegan,Breakfast,Muscle Gain
350,Healthy Pasta with Garlic Sauce,629,33,51,18,5,Vegan,Breakfast,Muscle Gain
351,Tandoori Wrap Special,281,14,10,24,2,Vegan,Breakfast,Weight Loss
352,Healthy Quinoa Salad with Basmati Rice,784,21,48,35,4,Vegetarian,Breakfast,Muscle Gain
353,Spicy Oatmeal Special,765,37,34,13,3,Vegetarian,Breakfast,Muscle Gain
354,Grilled Oatmeal Platter,729,30,71,13,7,Vegetarian,Breakfast,Muscle Gain
355,Healthy Oatmeal Special,489,44,23,18,2,Non-Vegetarian,Breakfast,Maintenance
356,Lemon Salad with Steamed Veggies,451,40,29,20,2,Vegetarian,Breakfast,Maintenance
357,Roasted Oatmeal with Herbs,539,10,22,28,2,Non-Vegetarian,Breakfast,Maintenance
358,Steamed Beef with Garlic Sauce,365,9,17,7,2,Non-Vegetarian,Breakfast,Weight Loss
359,Classic Salmon Delight,243,7,38,17,3,Non-Vegetarian,Breakfast,Weight Loss
360,Grilled Wrap with Avocado,606,18,29,3,2,Non-Vegetarian,Breakfast,Muscle Gain
361,Crispy Chicken Platter,306,41,10,19,2,Non-Vegetarian,Breakfast,Weight Loss
362,Classic Stir-Fry with Olive Oil,702,6,58,5,5,Vegetarian,Breakfast,Muscle Gain
363,Crispy Rice Bowl with Steamed Veggies,268,17,42,34,4,Vegetarian,Breakfast,Weight Loss
364,Spicy Lentil with Herbs,310,40,78,20,7,Vegetarian,Breakfast,Weight Loss
365,Crispy Stir-Fry with Herbs,571,12,22,19,2,Vegan,Breakfast,Maintenance
366,Grilled Rice Bowl Special,731,22,66,15,6,Vegetarian,Breakfast,Muscle Gain
367,Lemon Stir-Fry with Herbs,295,21,86,18,8,Vegetarian,Breakfast,Weight Loss
368,Crispy Stir-Fry with Basmati Rice,789,22,10,30,2,Vegan,Breakfast,Muscle Gain
369,Garlic Salmon with Basmati Rice,402,13,47,32,4,Non-Vegetarian,Breakfast,Maintenance
370,Creamy Wrap with Herbs,447,39,80,8,8,Non-Vegetarian,Breakfast,Maintenance
371,Lemon Paneer with Basmati Rice,563,17,77,19,7,Vegetarian,Breakfast,Maintenance
372,Classic Rice Bowl with Olive Oil,683,45,73,19,7,Vegan,Breakfast,Muscle Gain
373,Spicy Wrap with Basmati Rice,569,29,60,8,6,Vegan,Breakfast,Maintenance
374,Steamed Beef with Herbs,500,45,87,7,8,Non-Vegetarian,Breakfast,Maintenance
375,Crispy Soup Platter,469,9,34,15,3,Vegetarian,Breakfast,Maintenance
376,Crispy Pasta with Herbs,675,5,36,13,3,Vegetarian,Breakfast,Muscle Gain
377,Quinoa Buddha Bowl,420,18,60,12,6,Vegan,Lunch,Maintenance
378,Rajma Chawal,450,18,65,10,6,Vegan,Lunch,Maintenance
379,Dal Tadka with Rice,400,18,55,10,5,Vegan,Lunch,Maintenance
380,Vegetable Stir-Fry with Tofu,360,22,30,16,3,Vegan,Lunch,Weight Loss
381,Paneer Butter Masala + Rice,520,22,55,24,5,Veg,Lunch,Maintenance
382,Chole (Chickpea Curry) with Bhature,480,16,58,20,5,Veg,Lunch,Maintenance
383,Palak Paneer with Roti,440,22,35,24,3,Veg,Lunch,Maintenance
384,Veg Biryani,450,12,62,16,6,Veg,Lunch,Maintenance
385,Grilled Chicken Salad,380,35,18,18,2,Non-Veg,Lunch,Weight Loss
386,Chicken Biryani,550,30,60,20,6,Non-Veg,Lunch,Maintenance
387,Fish Curry with Rice,480,32,50,16,5,Non-Veg,Lunch,Maintenance
388,Butter Chicken + Naan,580,32,45,30,4,Non-Veg,Lunch,Maintenance
389,Tandoori Chicken with Roti,420,36,30,16,3,Non-Veg,Lunch,Maintenance
390,Lentil Soup with Bread,350,22,48,6,4,Vegan,Lunch,Weight Loss
391,Dal Makhani with Jeera Rice,550,18,75,20,7,Vegetarian,Lunch,Maintenance
392,Chicken Tikka Masala,600,35,40,30,4,Non-Vegetarian,Lunch,Maintenance
393,Classic Cheeseburger,700,35,45,40,4,Non-Vegetarian,Lunch,Muscle Gain
394,Margherita Pizza,600,25,80,20,8,Vegetarian,Lunch,Maintenance
395,Chicken Fajitas,500,35,45,18,4,Non-Vegetarian,Lunch,Maintenance
396,Chicken Teriyaki with Rice,550,30,85,10,8,Non-Vegetarian,Lunch,Maintenance
397,Greek Salad with Grilled Chicken,400,35,15,22,2,Non-Vegetarian,Lunch,Maintenance
398,Chole Bhature,650,18,75,30,12,Vegetarian,Lunch,Muscle Gain
399,Vegetable Pulao,350,8,58,10,5,Vegan,Lunch,Weight Loss
400,Caesar Salad with Grilled Chicken,380,28,22,20,4,Non-Vegetarian,Lunch,Weight Loss
401,Mushroom Risotto,420,12,58,16,4,Vegetarian,Lunch,Maintenance
402,Sambar Rice,360,14,60,6,8,Vegan,Lunch,Weight Loss
403,Butter Chicken with Naan,620,35,48,30,3,Non-Vegetarian,Lunch,Muscle Gain
404,Falafel Wrap,400,15,48,18,8,Vegan,Lunch,Maintenance
405,Steamed Oatmeal Platter,629,19,67,20,6,Non-Vegetarian,Lunch,Muscle Gain
406,Tandoori Lentil with Garlic Sauce,359,18,53,9,5,Non-Vegetarian,Lunch,Weight Loss
407,Healthy Avocado Toast with Basmati Rice,303,29,45,32,4,Vegetarian,Lunch,Weight Loss
408,Roasted Rice Bowl with Garlic Sauce,770,19,51,6,5,Vegan,Lunch,Muscle Gain
409,Tandoori Stir-Fry with Herbs,594,29,86,32,8,Non-Vegetarian,Lunch,Maintenance
410,Grilled Quinoa Salad with Avocado,752,38,10,23,2,Vegan,Lunch,Muscle Gain
411,Healthy Oatmeal with Steamed Veggies,434,9,14,24,2,Vegan,Lunch,Maintenance
412,Steamed Salad with Basmati Rice,752,13,83,33,8,Vegetarian,Lunch,Muscle Gain
413,Crispy Salad with Avocado,632,16,45,32,4,Vegan,Lunch,Muscle Gain
414,Crispy Tofu with Avocado,270,43,18,18,2,Vegan,Lunch,Weight Loss
415,Classic Lentil with Basmati Rice,471,30,26,22,2,Non-Vegetarian,Lunch,Maintenance
416,Healthy Pasta with Basmati Rice,578,23,30,31,3,Vegetarian,Lunch,Maintenance
417,Garlic Quinoa Salad with Avocado,622,6,32,24,3,Vegan,Lunch,Muscle Gain
418,Garlic Quinoa Salad with Herbs,591,7,70,17,7,Vegetarian,Lunch,Maintenance
419,Baked Salmon with Basmati Rice,350,6,15,18,2,Non-Vegetarian,Lunch,Weight Loss
420,Lemon Tofu Special,617,26,79,32,7,Non-Vegetarian,Lunch,Muscle Gain
421,Healthy Quinoa Salad with Steamed Veggies,231,20,35,4,3,Non-Vegetarian,Lunch,Weight Loss
422,Garlic Salad with Herbs,777,18,69,19,6,Vegan,Lunch,Muscle Gain
423,Creamy Oatmeal with Herbs,367,24,23,4,2,Non-Vegetarian,Lunch,Weight Loss
424,Creamy Stir-Fry Special,544,6,73,23,7,Vegetarian,Lunch,Maintenance
425,Steamed Stir-Fry with Olive Oil,684,40,77,25,7,Vegetarian,Lunch,Muscle Gain
426,Healthy Oatmeal Platter,389,17,37,33,3,Vegetarian,Lunch,Weight Loss
427,Crispy Quinoa Salad Special,431,38,58,31,5,Vegan,Lunch,Maintenance
428,Tandoori Salad Delight,498,7,39,21,3,Vegan,Lunch,Maintenance
429,Roasted Pasta Delight,324,6,90,18,9,Vegetarian,Lunch,Weight Loss
430,Crispy Quinoa Salad Platter,295,19,24,32,2,Vegetarian,Lunch,Weight Loss
431,Classic Oatmeal Platter,479,31,71,33,7,Vegetarian,Lunch,Maintenance
432,Roasted Quinoa Salad with Garlic Sauce,546,44,60,8,6,Vegan,Lunch,Maintenance
433,Tandoori Stir-Fry with Avocado,374,16,20,27,2,Non-Vegetarian,Lunch,Weight Loss
434,Creamy Paneer with Basmati Rice,672,45,42,32,4,Vegetarian,Lunch,Muscle Gain
435,Healthy Pasta with Steamed Veggies,516,33,14,26,2,Non-Vegetarian,Lunch,Maintenance
436,Baked Lentil Special,379,17,26,26,2,Vegan,Lunch,Weight Loss
437,Steamed Oatmeal Special,770,28,21,28,2,Vegan,Lunch,Muscle Gain
438,Spicy Stir-Fry Platter,535,44,38,7,3,Vegetarian,Lunch,Maintenance
439,Steamed Tofu Delight,617,22,14,26,2,Vegetarian,Lunch,Muscle Gain
440,Spicy Paneer Special,738,12,18,33,2,Vegetarian,Lunch,Muscle Gain
441,Roasted Avocado Toast with Olive Oil,290,32,23,18,2,Non-Vegetarian,Lunch,Weight Loss
442,Creamy Salad Platter,354,8,67,9,6,Vegetarian,Lunch,Weight Loss
443,Roasted Paneer with Basmati Rice,358,9,47,9,4,Vegetarian,Lunch,Weight Loss
444,Roasted Chicken Special,573,20,66,21,6,Non-Vegetarian,Lunch,Maintenance
445,Grilled Pasta with Herbs,543,14,27,5,2,Vegan,Lunch,Maintenance
446,Garlic Beef Special,201,44,55,18,5,Non-Vegetarian,Lunch,Weight Loss
447,Lemon Quinoa Salad with Avocado,442,36,13,26,2,Vegan,Lunch,Maintenance
448,Garlic Paneer with Olive Oil,430,27,76,21,7,Vegetarian,Lunch,Maintenance
449,Creamy Paneer with Avocado,545,41,15,4,2,Non-Vegetarian,Lunch,Maintenance
450,Healthy Paneer Delight,344,11,16,21,2,Vegetarian,Lunch,Weight Loss
451,Grilled Chicken with Steamed Veggies,488,36,86,33,8,Non-Vegetarian,Lunch,Maintenance
452,Creamy Lentil with Avocado,602,44,48,24,4,Vegetarian,Lunch,Muscle Gain
453,Garlic Salad with Avocado,665,43,57,29,5,Vegan,Lunch,Muscle Gain
454,Crispy Paneer with Avocado,535,38,66,10,6,Non-Vegetarian,Lunch,Maintenance
455,Creamy Salad with Herbs,722,33,17,32,2,Non-Vegetarian,Lunch,Muscle Gain
456,Healthy Chicken Special,552,9,79,6,7,Non-Vegetarian,Lunch,Maintenance
457,Baked Salmon with Olive Oil,791,43,51,18,5,Non-Vegetarian,Lunch,Muscle Gain
458,Crispy Salmon Special,507,22,17,14,2,Non-Vegetarian,Lunch,Maintenance
459,Tandoori Paneer Platter,684,20,38,22,3,Vegetarian,Lunch,Muscle Gain
460,Spicy Wrap Special,626,40,77,11,7,Vegetarian,Lunch,Muscle Gain
461,Classic Soup Platter,422,35,36,24,3,Non-Vegetarian,Lunch,Maintenance
462,Grilled Avocado Toast Special,451,36,80,24,8,Vegan,Lunch,Maintenance
463,Grilled Paneer with Avocado,759,36,33,6,3,Non-Vegetarian,Lunch,Muscle Gain
464,Classic Paneer with Steamed Veggies,423,37,68,26,6,Vegan,Lunch,Maintenance
465,Lemon Stir-Fry Platter,458,27,44,28,4,Vegan,Lunch,Maintenance
466,Creamy Soup Special,287,44,47,18,4,Non-Vegetarian,Lunch,Weight Loss
467,Tandoori Lentil with Olive Oil,309,10,10,22,2,Non-Vegetarian,Lunch,Weight Loss
468,Healthy Paneer with Garlic Sauce,206,30,52,27,5,Vegetarian,Lunch,Weight Loss
469,Crispy Paneer Platter,227,34,36,31,3,Non-Vegetarian,Lunch,Weight Loss
470,Crispy Rice Bowl Delight,437,30,90,14,9,Vegetarian,Lunch,Maintenance
471,Baked Quinoa Salad with Herbs,791,11,78,14,7,Vegan,Lunch,Muscle Gain
472,Tandoori Rice Bowl with Avocado,788,29,64,14,6,Non-Vegetarian,Lunch,Muscle Gain
473,Garlic Salad with Garlic Sauce,343,16,50,31,5,Non-Vegetarian,Lunch,Weight Loss
474,Garlic Salmon with Avocado,529,20,60,34,6,Non-Vegetarian,Lunch,Maintenance
475,Baked Lentil with Garlic Sauce,545,40,83,11,8,Vegetarian,Lunch,Maintenance
476,Garlic Pasta with Garlic Sauce,362,22,21,26,2,Non-Vegetarian,Lunch,Weight Loss
477,Steamed Tofu with Herbs,201,18,71,7,7,Vegetarian,Lunch,Weight Loss
478,Steamed Salad with Steamed Veggies,208,26,25,30,2,Non-Vegetarian,Lunch,Weight Loss
479,Healthy Tofu Special,304,11,50,26,5,Vegetarian,Lunch,Weight Loss
480,Garlic Soup with Avocado,270,38,82,3,8,Vegetarian,Lunch,Weight Loss
481,Grilled Oatmeal with Basmati Rice,355,31,88,31,8,Vegetarian,Lunch,Weight Loss
482,Creamy Rice Bowl with Olive Oil,759,16,70,7,7,Vegetarian,Lunch,Muscle Gain
483,Spicy Pasta Special,224,19,79,25,7,Vegan,Lunch,Weight Loss
484,Baked Pasta with Olive Oil,602,25,50,31,5,Vegan,Lunch,Muscle Gain
485,Lemon Paneer with Herbs,359,11,31,31,3,Vegan,Lunch,Weight Loss
486,Tandoori Wrap with Steamed Veggies,506,21,32,4,3,Vegetarian,Lunch,Maintenance
487,Baked Salad with Avocado,235,44,89,18,8,Vegetarian,Lunch,Weight Loss
488,Lemon Soup Platter,455,45,79,4,7,Vegetarian,Lunch,Maintenance
489,Crispy Avocado Toast with Steamed Veggies,424,41,59,25,5,Vegetarian,Lunch,Maintenance
490,Creamy Lentil with Olive Oil,228,27,82,12,8,Vegan,Lunch,Weight Loss
491,Grilled Oatmeal with Avocado,531,8,12,12,2,Vegan,Lunch,Maintenance
492,Crispy Avocado Toast with Olive Oil,274,28,60,9,6,Vegan,Lunch,Weight Loss
493,Baked Oatmeal with Garlic Sauce,330,16,10,28,2,Vegetarian,Lunch,Weight Loss
494,Healthy Wrap with Herbs,546,43,88,33,8,Non-Vegetarian,Lunch,Maintenance
495,Classic Wrap Platter,471,23,48,18,4,Vegetarian,Lunch,Maintenance
496,Spicy Avocado Toast Special,735,31,78,33,7,Non-Vegetarian,Lunch,Muscle Gain
497,Baked Tofu Special,235,37,83,12,8,Vegetarian,Lunch,Weight Loss
498,Grilled Avocado Toast Delight,717,30,25,4,2,Vegetarian,Lunch,Muscle Gain
499,Lemon Pasta with Steamed Veggies,613,25,27,4,2,Non-Vegetarian,Lunch,Muscle Gain
500,Crispy Soup Delight,567,37,48,13,4,Non-Vegetarian,Lunch,Maintenance
501,Healthy Salad with Avocado,464,40,33,24,3,Vegetarian,Lunch,Maintenance
502,Healthy Avocado Toast Special,742,24,62,6,6,Non-Vegetarian,Lunch,Muscle Gain
503,Healthy Paneer Special,639,30,64,33,6,Vegetarian,Lunch,Muscle Gain
504,Roasted Lentil with Basmati Rice,368,30,12,17,2,Vegetarian,Lunch,Weight Loss
505,Classic Paneer Platter,326,28,14,27,2,Vegan,Lunch,Weight Loss
506,Baked Paneer Platter,763,29,61,18,6,Vegetarian,Lunch,Muscle Gain
507,Garlic Avocado Toast Special,309,21,88,15,8,Vegetarian,Lunch,Weight Loss
508,Classic Beef with Olive Oil,335,16,74,23,7,Non-Vegetarian,Lunch,Weight Loss
509,Roasted Paneer with Herbs,391,16,75,10,7,Vegetarian,Lunch,Weight Loss
510,Creamy Quinoa Salad with Garlic Sauce,786,40,55,7,5,Vegetarian,Lunch,Muscle Gain
511,Creamy Avocado Toast with Garlic Sauce,398,12,33,6,3,Vegan,Lunch,Weight Loss
512,Steamed Salmon with Herbs,491,44,18,15,2,Non-Vegetarian,Lunch,Maintenance
513,Lemon Beef with Herbs,277,6,74,4,7,Non-Vegetarian,Lunch,Weight Loss
514,Classic Salad with Olive Oil,241,19,72,17,7,Non-Vegetarian,Lunch,Weight Loss
515,Tandoori Chicken with Basmati Rice,244,13,83,13,8,Non-Vegetarian,Lunch,Weight Loss
516,Healthy Oatmeal with Basmati Rice,657,15,22,16,2,Non-Vegetarian,Lunch,Muscle Gain
517,Garlic Soup with Steamed Veggies,568,20,10,13,2,Non-Vegetarian,Lunch,Maintenance
518,Garlic Chicken Platter,633,35,79,5,7,Non-Vegetarian,Lunch,Muscle Gain
519,Classic Avocado Toast with Basmati Rice,642,29,35,12,3,Vegan,Lunch,Muscle Gain
520,Crispy Avocado Toast with Avocado,229,7,55,23,5,Vegan,Lunch,Weight Loss
521,Baked Salad Platter,208,36,71,22,7,Vegetarian,Lunch,Weight Loss
522,Classic Oatmeal Special,587,19,43,8,4,Vegan,Lunch,Maintenance
523,Healthy Soup Delight,663,22,89,34,8,Vegetarian,Lunch,Muscle Gain
524,Roasted Paneer with Steamed Veggies,671,11,76,16,7,Vegetarian,Lunch,Muscle Gain
525,Spicy Salad Delight,772,23,79,34,7,Vegetarian,Lunch,Muscle Gain
526,Grilled Lentil Delight,481,43,80,13,8,Non-Vegetarian,Lunch,Maintenance
527,Baked Avocado Toast with Garlic Sauce,754,28,68,3,6,Vegetarian,Lunch,Muscle Gain
528,Classic Salmon with Avocado,673,29,44,17,4,Non-Vegetarian,Lunch,Muscle Gain
529,Crispy Avocado Toast Special,416,39,35,22,3,Vegetarian,Lunch,Maintenance
530,Lemon Chicken with Herbs,260,19,18,5,2,Non-Vegetarian,Lunch,Weight Loss
531,Baked Lentil with Steamed Veggies,566,18,41,9,4,Vegan,Lunch,Maintenance
532,Spicy Paneer with Olive Oil,621,20,44,13,4,Vegetarian,Lunch,Muscle Gain
533,Spicy Soup with Basmati Rice,608,26,45,7,4,Vegan,Lunch,Muscle Gain
534,Creamy Avocado Toast with Herbs,666,31,90,15,9,Vegetarian,Lunch,Muscle Gain
535,Lemon Quinoa Salad Special,229,29,53,28,5,Vegetarian,Lunch,Weight Loss
536,Garlic Stir-Fry Platter,227,30,85,4,8,Vegetarian,Lunch,Weight Loss
537,Roasted Soup with Herbs,777,18,69,19,6,Vegan,Lunch,Muscle Gain
538,Classic Quinoa Salad with Garlic Sauce,323,41,15,25,2,Vegan,Lunch,Weight Loss
539,Classic Tofu with Olive Oil,748,16,34,16,3,Vegan,Lunch,Muscle Gain
540,Baked Tofu with Basmati Rice,321,40,63,17,6,Non-Vegetarian,Lunch,Weight Loss
541,Steamed Tofu with Avocado,445,16,80,7,8,Vegetarian,Lunch,Maintenance
542,Healthy Wrap with Basmati Rice,352,22,28,7,2,Vegetarian,Lunch,Weight Loss
543,Lemon Pasta Platter,339,9,45,29,4,Vegetarian,Lunch,Weight Loss
544,Steamed Paneer with Herbs,680,21,53,28,5,Vegetarian,Lunch,Muscle Gain
545,Creamy Avocado Toast Special,446,36,84,12,8,Vegan,Lunch,Maintenance
546,Baked Soup with Avocado,299,45,15,22,2,Non-Vegetarian,Lunch,Weight Loss
547,Grilled Wrap Platter,479,15,42,33,4,Non-Vegetarian,Lunch,Maintenance
548,Garlic Rice Bowl Delight,579,39,63,12,6,Non-Vegetarian,Lunch,Maintenance
549,Healthy Soup with Olive Oil,757,27,17,28,2,Vegetarian,Lunch,Muscle Gain
550,Baked Quinoa Salad with Avocado,312,6,26,3,2,Non-Vegetarian,Lunch,Weight Loss
551,Grilled Chicken with Avocado,471,8,26,29,2,Non-Vegetarian,Lunch,Maintenance
552,Tandoori Salad with Olive Oil,361,28,49,23,4,Vegetarian,Lunch,Weight Loss
553,Tandoori Wrap with Basmati Rice,712,40,55,7,5,Vegan,Lunch,Muscle Gain
554,Creamy Rice Bowl Platter,280,30,49,24,4,Vegetarian,Lunch,Weight Loss
555,Spicy Soup Delight,580,40,23,10,2,Vegetarian,Lunch,Maintenance
556,Roasted Salad with Steamed Veggies,281,6,42,16,4,Non-Vegetarian,Lunch,Weight Loss
557,Steamed Quinoa Salad Delight,235,13,18,18,2,Non-Vegetarian,Lunch,Weight Loss
558,Healthy Tofu with Garlic Sauce,607,35,77,29,7,Non-Vegetarian,Lunch,Muscle Gain
559,Classic Lentil with Olive Oil,608,13,57,35,5,Vegetarian,Lunch,Muscle Gain
560,Creamy Oatmeal with Olive Oil,394,15,73,35,7,Vegetarian,Lunch,Weight Loss
561,Healthy Rice Bowl with Olive Oil,683,11,27,3,2,Vegan,Lunch,Muscle Gain
562,Grilled Pasta with Steamed Veggies,291,41,39,5,3,Vegetarian,Lunch,Weight Loss
563,Baked Pasta with Steamed Veggies,209,24,82,9,8,Non-Vegetarian,Lunch,Weight Loss
564,Roasted Beef with Basmati Rice,315,26,30,32,3,Non-Vegetarian,Lunch,Weight Loss
565,Classic Soup Special,583,29,67,27,6,Non-Vegetarian,Lunch,Maintenance
566,Healthy Stir-Fry with Steamed Veggies,657,43,16,18,2,Vegan,Lunch,Muscle Gain
567,Lemon Wrap with Olive Oil,489,29,69,25,6,Vegetarian,Lunch,Maintenance
568,Roasted Avocado Toast Special,539,41,22,5,2,Vegan,Lunch,Maintenance
569,Creamy Salad with Garlic Sauce,247,9,45,5,4,Non-Vegetarian,Lunch,Weight Loss
570,Crispy Rice Bowl Special,390,42,58,8,5,Vegetarian,Lunch,Weight Loss
571,Crispy Chicken Delight,414,33,47,7,4,Non-Vegetarian,Lunch,Maintenance
572,Lemon Wrap with Avocado,765,15,52,30,5,Non-Vegetarian,Lunch,Muscle Gain
573,Steamed Paneer with Avocado,642,30,13,15,2,Vegetarian,Lunch,Muscle Gain
574,Grilled Tofu Delight,468,36,77,23,7,Vegetarian,Lunch,Maintenance
575,Roasted Stir-Fry with Steamed Veggies,567,5,72,11,7,Vegetarian,Lunch,Maintenance
576,Spicy Salad with Garlic Sauce,556,10,66,10,6,Vegetarian,Lunch,Maintenance
577,Grilled Stir-Fry Delight,400,39,41,12,4,Vegetarian,Lunch,Maintenance
578,Baked Paneer Delight,235,44,89,18,8,Vegan,Lunch,Weight Loss
579,Crispy Salmon Platter,219,29,55,33,5,Non-Vegetarian,Lunch,Weight Loss
580,Baked Avocado Toast Delight,566,42,39,13,3,Vegan,Lunch,Maintenance
581,Lemon Beef Platter,257,19,83,27,8,Non-Vegetarian,Lunch,Weight Loss
582,Grilled Tofu Special,501,45,86,33,8,Vegan,Lunch,Maintenance
583,Roasted Paneer with Avocado,416,17,26,5,2,Vegan,Lunch,Maintenance
584,Garlic Stir-Fry with Steamed Veggies,429,21,87,22,8,Non-Vegetarian,Lunch,Maintenance
585,Classic Rice Bowl with Garlic Sauce,364,7,80,34,8,Vegetarian,Lunch,Weight Loss
586,Grilled Pasta Delight,474,10,57,24,5,Vegetarian,Lunch,Maintenance
587,Steamed Salad with Olive Oil,572,8,38,32,3,Non-Vegetarian,Lunch,Maintenance
588,Tandoori Stir-Fry Platter,506,40,50,16,5,Vegan,Lunch,Maintenance
589,Steamed Paneer Platter,755,45,51,10,5,Non-Vegetarian,Lunch,Muscle Gain
590,Classic Oatmeal with Olive Oil,759,43,35,15,3,Non-Vegetarian,Lunch,Muscle Gain
591,Lemon Paneer Special,758,23,28,22,2,Non-Vegetarian,Lunch,Muscle Gain
592,Lemon Stir-Fry with Garlic Sauce,398,12,33,6,3,Vegan,Lunch,Weight Loss
